company,buyer,award_date,tranche,buyer_volume_mmbbl,site,quality_bucket,tranche_window_volume_mmbbl,delivery_period,window_delivery_start,window_delivery_end,planned_avg_bpd,delivery_window_basis,award_source_url,rfp_window_source_url
Phillips 66,Phillips 66,2026-05-11,FY26 SPR Oil Release No. 2,2.65,West Hackberry,Sweet,13.5,Jul-26,2026-07-01,2026-07-31,435483.871,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Phillips 66,Phillips 66,2026-05-11,FY26 SPR Oil Release No. 2,2.65,West Hackberry,Sour,7.5,Aug-26,2026-08-01,2026-08-31,241935.484,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Phillips 66,Phillips 66,2026-05-11,FY26 SPR Oil Release No. 2,2.65,Big Hill,Sour,22.0,Aug-26,2026-08-01,2026-08-31,709677.419,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Bryan Mound,Sour,12.0,Jun-26,2026-06-01,2026-06-30,400000.0,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Bryan Mound,Sour,9.0,Jul-26,2026-07-01,2026-07-31,290322.581,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Bryan Mound,Sweet,15.0,Aug-26,2026-08-01,2026-08-31,483870.968,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Bayou Choctaw,Sour,5.0,Jun-26,2026-06-01,2026-06-30,166666.667,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Bayou Choctaw,Sour,5.0,Jul-26,2026-07-01,2026-07-31,161290.323,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Bayou Choctaw,Sour,3.5,Aug-26,2026-08-01,2026-08-31,112903.226,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,West Hackberry,Sweet,13.5,Jul-26,2026-07-01,2026-07-31,435483.871,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,West Hackberry,Sour,7.5,Aug-26,2026-08-01,2026-08-31,241935.484,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Trafigura Trading LLC,Trafigura Trading LLC,2026-05-11,FY26 SPR Oil Release No. 2,12.98,Big Hill,Sour,22.0,Aug-26,2026-08-01,2026-08-31,709677.419,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/archive/FY26%20SPR%20Oil%20Release%20No.%202/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%202%20Request%20for%20Proposal.pdf
Vitol,Vitol Inc.,2026-06-22,FY26 SPR Oil Release No. 3,0.5,Bryan Mound,Sour,8.0,Jul-26,2026-07-01,2026-07-31,258064.516,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Request%20for%20Proposal.pdf
Vitol,Vitol Inc.,2026-06-22,FY26 SPR Oil Release No. 3,0.5,Bryan Mound,Sour,7.0,Sep-26,2026-09-01,2026-09-30,233333.333,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Request%20for%20Proposal.pdf
Vitol,Vitol Inc.,2026-06-22,FY26 SPR Oil Release No. 3,0.5,Big Hill,Sour,11.0,Aug-26,2026-08-01,2026-08-31,354838.71,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Request%20for%20Proposal.pdf
Vitol,Vitol Inc.,2026-06-22,FY26 SPR Oil Release No. 3,0.5,Big Hill,Sour,14.0,Sep-26,2026-09-01,2026-09-30,466666.667,Tranche-level RFP delivery window; DOE award PDFs do not publish buyer-specific site/month/quality splits.,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Award%20Information.pdf,https://www.spr.doe.gov/posting/EXCHANGE/FY26%20SPR%20Oil%20Release%20No.%203/1-Request%20for%20Proposal/FY26%20SPR%20Oil%20Release%20No.%203%20Request%20for%20Proposal.pdf
