date,bdry,sblk,gogl,bdry_ma30
2025-05-27,5.150000095367432,15.327890396118164,,5.588100020090739
2025-05-28,5.166999816894531,15.299222946166992,,5.56866668065389
2025-05-29,5.190000057220459,15.461675643920898,,5.552000013987223
2025-05-30,5.190000057220459,15.77702522277832,,5.534333356221517
2025-06-02,5.099999904632568,15.614570617675781,,5.513000027338664
2025-06-03,5.199999809265137,15.48078727722168,,5.495333353678386
2025-06-04,5.420000076293945,15.461675643920898,,5.489333359400431
2025-06-05,5.489999771118164,15.700576782226562,,5.47633334795634
2025-06-06,5.409999847412109,15.99771785736084,,5.462333345413208
2025-06-09,5.372000217437744,15.767674446105957,,5.444066683451335
2025-06-10,5.519999980926514,15.863526344299316,,5.435400009155273
2025-06-11,5.650000095367432,16.160669326782227,,5.438066673278809
2025-06-12,5.730000019073486,16.304443359375,,5.4369000116984045
2025-06-13,5.869999885559082,16.678266525268555,,5.43423334757487
2025-06-16,5.679999828338623,16.314029693603516,,5.4289000034332275
2025-06-17,5.630000114440918,16.11273765563965,,5.419433339436849
2025-06-18,5.619999885559082,16.103153228759766,,5.419433339436849
2025-06-20,5.730000019073486,15.786844253540039,,5.423100010553996
2025-06-23,5.78000020980835,15.863526344299316,,5.435100015004476
2025-06-24,5.735000133514404,16.266103744506836,,5.445266691843669
2025-06-25,5.800000190734863,16.409881591796875,,5.45393336613973
2025-06-26,5.659999847412109,16.381126403808594,,5.465933354695638
2025-06-27,5.584000110626221,16.409881591796875,,5.470066690444947
2025-06-30,5.550000190734863,16.534488677978516,,5.470066690444947
2025-07-01,5.630000114440918,16.65909767150879,,5.474266688028972
2025-07-02,5.769999980926514,17.205455780029297,,5.48960002263387
2025-07-03,5.929999828338623,17.291723251342773,,5.508600012461344
2025-07-07,6.070000171661377,17.445085525512695,,5.53293334643046
2025-07-08,6.179999828338623,17.11918830871582,,5.565266672770182
2025-07-09,6.25,16.678266525268555,,5.601933336257934
2025-07-10,6.659999847412109,17.272552490234375,,5.652266661326091
2025-07-11,7.090000152587891,17.751811981201172,,5.7163666725158695
2025-07-14,7.260000228881836,17.6272029876709,,5.785366678237915
2025-07-15,6.78000020980835,17.176698684692383,,5.838366683324178
2025-07-16,7.25,17.454668045043945,,5.9100333531697595
2025-07-17,7.610000133514404,17.99144172668457,,5.990366697311401
2025-07-18,7.400000095367432,17.790151596069336,,6.056366697947184
2025-07-21,7.349999904632568,17.665544509887695,,6.1183667023976644
2025-07-22,7.670000076293945,18.173561096191406,,6.193700043360392
2025-07-23,7.519999980926514,18.269412994384766,,6.265300035476685
2025-07-24,7.420000076293945,18.240657806396484,,6.328633371988932
2025-07-25,7.150000095367432,18.02019691467285,,6.378633371988932
2025-07-28,7.245999813079834,18.06812286376953,,6.429166698455811
2025-07-29,6.940000057220459,17.89558982849121,,6.464833370844523
2025-07-30,7.019999980926514,17.588863372802734,,6.509500042597453
2025-07-31,7.400000095367432,17.50259780883789,,6.56850004196167
2025-08-01,7.460000038146973,17.655960083007812,,6.629833380381267
2025-08-04,7.309999942779541,17.99144172668457,,6.682500044504802
2025-08-05,7.769999980926514,18.509042739868164,,6.74883337020874
2025-08-06,7.730000019073486,18.35567855834961,,6.815333366394043
2025-08-07,7.75,18.18314552307129,,6.880333360036214
2025-08-08,7.800000190734863,18.05853843688965,,6.951666704813639
2025-08-11,7.900000095367432,17.751811981201172,,7.028866704305013
2025-08-12,8.020000457763672,18.0106143951416,,7.111200046539307
2025-08-13,8.166999816894531,18.202316284179688,,7.19576670328776
2025-08-14,8.130000114440918,18.048952102661133,,7.274433374404907
2025-08-15,8.020000457763672,17.886005401611328,,7.344100062052409
2025-08-18,8.079999923706055,18.163976669311523,,7.411100053787232
2025-08-19,7.7729997634887695,17.608036041259766,,7.4642000516255695
2025-08-20,8.039999961853027,17.809324264526367,,7.52386671702067
2025-08-21,8.15999984741211,18.192731857299805,,7.57386671702067
2025-08-22,8.40999984741211,18.32692527770996,,7.617866706848145
2025-08-25,8.5,18.413190841674805,,7.659200032552083
2025-08-26,8.600000381469727,18.48029136657715,,7.719866704940796
2025-08-27,8.300000190734863,18.221487045288086,,7.754866711298624
2025-08-28,8.350000381469727,18.231098175048828,,7.779533386230469
2025-08-29,8.369999885559082,17.923561096191406,,7.811866712570191
2025-09-02,8.020000457763672,17.913949966430664,,7.8342000643412275
2025-09-03,8.140000343322754,18.192655563354492,,7.849866739908854
2025-09-04,8.062999725341797,18.365644454956055,,7.867966731389363
